16777216 4194304 1048576 262144 65536 16384 4096 1024 256 64 16 4 1
botan-CAMELLIA-128-XTS 5 59731560 0 66307013 0 179713816 0 0 7339902994 30071257812 115799963541 470967416666 0 0
botan-CAMELLIA-192-XTS 5 0 65436749 0 0 0 512270141 1829022867 0 0 0 0 0 0
botan-CAMELLIA-256-XTS 5 0 0 0 96325098 0 0 0 0 0 0 0 0 0
cryptopp-AES-128-CBC 1 2956596 3779835 6769572 18454058 0 0 0 0 0 0 0 0 0
cryptopp-AES-128-CBC 2 2956596 3779835 6769572 18454058 0 0 0 0 0 0 0 0 0
cryptopp-AES-128-CFB 1 3150268 3892226 6479958 17064530 0 0 0 0 0 0 0 0 0
cryptopp-AES-128-CFB 2 3150268 3892226 6479958 17064530 0 0 0 0 0 0 0 0 0
cryptopp-AES-128-CTR 1 1609633 2296586 5238079 15904747 0 0 0 0 0 0 0 0 0
cryptopp-AES-128-CTR 2 1609633 2296586 5238079 15904747 0 0 0 0 0 0 0 0 0
cryptopp-AES-128-ECB 1 1679524 2667174 5204563 16644607 0 0 0 0 0 0 0 0 0
cryptopp-AES-128-OFB 2 0 5055578 8028706 0 0 0 0 0 0 0 0 0 0
cryptopp-AES-192-CBC 1 3527481 4238752 7833007 22061453 0 0 0 0 0 0 0 0 0
cryptopp-AES-192-CBC 2 3527481 4238752 7833007 22061453 0 0 0 0 0 0 0 0 0
cryptopp-AES-192-CBC 3 3527481 4238752 7833007 22061453 0 0 0 0 0 0 0 0 0
cryptopp-AES-192-CFB 2 4618006 5888680 7982666 20222979 0 0 0 0 0 0 0 0 0
cryptopp-AES-192-CFB 3 4618006 5888680 7982666 20222979 0 0 0 0 0 0 0 0 0
cryptopp-AES-192-CTR 1 1756688 2686742 5906565 19420494 0 0 0 0 0 0 0 0 0
cryptopp-AES-192-CTR 2 1756688 2686742 5906565 19420494 0 0 0 0 0 0 0 0 0
cryptopp-AES-192-CTR 3 1756688 2686742 5906565 19420494 0 0 0 0 0 0 0 0 0
cryptopp-AES-192-ECB 1 1977176 2649503 6245292 0 0 0 0 0 0 0 0 0 0
cryptopp-AES-256-CBC 2 3730304 4755755 8105266 20947615 0 0 0 0 0 0 0 0 0
cryptopp-AES-256-CBC 3 3730304 4755755 8105266 20947615 0 0 0 0 0 0 0 0 0
cryptopp-AES-256-CFB 3 4450674 5852035 8467947 21640946 0 0 0 0 0 0 0 0 0
cryptopp-AES-256-CTR 1 1953337 2806043 6433140 19785268 0 0 0 0 0 0 0 0 0
cryptopp-AES-256-CTR 2 1953337 2806043 6433140 19785268 0 0 0 0 0 0 0 0 0
cryptopp-AES-256-CTR 3 1953337 2806043 6433140 19785268 0 0 0 0 0 0 0 0 0
cryptopp-AES-256-ECB 1 1844867 2791864 5944371 0 0 0 0 0 0 0 0 0 0
cryptopp-AES-256-ECB 2 1844867 2791864 5944371 0 0 0 0 0 0 0 0 0 0
cryptopp-AES-256-OFB 3 0 0 0 22843227 0 0 0 0 0 0 0 0 0
cryptopp-ARIA-128-CBC 1 0 0 0 0 0 0 0 2461068033 0 0 0 623595166666 0
cryptopp-ARIA-128-CBC 2 0 0 0 0 0 0 0 2461068033 0 0 0 623595166666 0
cryptopp-ARIA-128-CBC 3 0 0 0 0 0 0 0 2461068033 0 0 0 623595166666 0
cryptopp-ARIA-128-CFB 1 0 0 0 0 0 171626302 586254069 2338342773 9285014322 37044380208 148829625000 592742833333 2340359333333
cryptopp-ARIA-128-CFB 2 0 0 0 0 0 171626302 586254069 2338342773 9285014322 37044380208 148829625000 592742833333 2340359333333
cryptopp-ARIA-128-CFB 3 0 0 0 0 0 171626302 586254069 2338342773 9285014322 37044380208 148829625000 592742833333 2340359333333
cryptopp-ARIA-128-CTR 1 0 0 0 0 53820348 176768147 612327311 2312021484 9147204427 35805661458 143295770833 590094083333 2373356333333
cryptopp-ARIA-128-CTR 2 0 0 0 0 53820348 176768147 612327311 2312021484 9147204427 35805661458 143295770833 590094083333 2373356333333
cryptopp-ARIA-128-CTR 3 0 0 0 0 53820348 176768147 612327311 2312021484 9147204427 35805661458 143295770833 590094083333 2373356333333
cryptopp-ARIA-128-ECB 1 0 0 0 0 0 0 0 0 9206423177 36909083333 153947312500 603596583333 2485250000000
